total_income,total_expenses,income_source,food,hospitality,alcohol,tobacco,clothing,public_utilities,medical,transport,communication,education,others,special,gardening,saving,min_invest
40120,35996,Wage/Salaries,25474,0,0,0,750,3972,3820,0,0,0,1980,0,0,5309,617
76115,72399,Wage/Salaries,56455,3180,630,0,650,5232,440,600,0,2650,2562,0,0,4131,438
115342,111540,Enterpreneurial Activities,83154,2460,980,0,3750,6624,2350,300,120,2200,3840,0,5762,4575,479
103558,68050,Enterpreneurial Activities,44415,2188,1964,0,1925,6318,170,7098,180,1260,2532,0,0,35655,4798
79850,67460,Enterpreneurial Activities,54778,1840,0,1560,480,4578,320,900,0,700,2304,0,0,13065,1531
66124,64843,Other sources of Income,47657,900,330,520,1520,9600,250,0,0,1360,2706,0,0,1651,170
118396,96867,Wage/Salaries,79256,3150,0,0,1360,7080,305,600,0,2080,3036,0,0,25551,3193
156778,102379,Enterpreneurial Activities,75256,2350,630,8280,2435,5802,252,318,540,2580,3936,0,0,65398,9727
144428,85791,Wage/Salaries,53425,1952,240,0,2600,13908,500,8892,1284,414,2076,500,0,67148,10232
88945,63307,Wage/Salaries,25686,802,4100,2140,1766,8400,2335,11790,528,0,3060,2700,0,27594,3676
241807,191431,Other sources of Income,81210,7530,3410,0,6202,16098,4635,9570,156,5136,21306,6600,29578,60998,7906
96090,93234,Wage/Salaries,57607,4844,240,724,2405,22476,220,1440,648,350,2280,0,0,3044,315
22090,20701,Other sources of Income,11712,720,137,0,12,5148,0,720,0,0,1752,500,0,1716,187
87923,60356,Wage/Salaries,27121,0,50,260,820,9324,406,7674,0,0,1446,0,13255,31559,4432
151593,139589,Other sources of Income,29247,300,1300,1448,740,8796,8028,2688,432,0,26520,45540,14550,13465,1479
39043,38710,Wage/Salaries,22818,6493,0,0,1160,5052,95,1218,180,280,894,520,0,420,43
93158,86167,Wage/Salaries,40767,3530,9050,2785,231,9264,203,6678,360,2600,2688,0,8011,7781,850
91998,90587,Wage/Salaries,45409,5146,3229,0,2595,13260,231,3618,1080,1330,2706,350,11633,1718,176
152238,147820,Wage/Salaries,74140,14430,820,1118,5975,23634,9936,4716,606,3470,5034,2800,1141,4875,505
167397,79715,Wage/Salaries,45727,289,360,338,0,14634,109,13860,0,2150,2148,100,0,102550,17448
209783,179390,Wage/Salaries,64424,11440,300,4270,3120,23790,751,7212,1842,3065,9426,1000,48750,33453,3928
61590,60583,Wage/Salaries,42530,2200,60,1142,1455,6696,1165,1236,0,805,3294,0,0,1234,126
163355,90759,Wage/Salaries,47482,9090,240,0,990,14184,0,5220,684,755,6864,5250,0,88450,14493
79630,70596,Other sources of Income,30763,0,320,6280,900,9000,481,1800,3492,0,4560,13000,0,9365,1051
107377,76397,Other sources of Income,39464,0,0,0,615,15834,5560,4080,612,0,5232,5000,0,36812,5143
109038,77130,Wage/Salaries,50788,1326,2420,4270,1510,8430,780,2268,210,1100,2778,1250,0,39635,5685
69010,57481,Other sources of Income,26475,1092,0,0,890,13056,9448,2976,996,100,2448,0,0,13327,1625
55232,54367,Wage/Salaries,40449,2962,0,0,360,5292,110,2100,0,310,2784,0,0,951,97
69095,57041,Other sources of Income,28482,1390,0,260,750,5376,13000,3672,396,65,1800,0,1850,13477,1638
106132,83504,Other sources of Income,60645,3890,310,0,934,8688,144,1080,672,1795,5346,0,0,23016,2809
127935,99235,Wage/Salaries,61892,2934,2680,2340,345,15492,45,9372,540,355,3240,0,0,32581,4187
57530,42989,Wage/Salaries,25672,0,360,1820,1345,5760,1990,2820,612,0,2610,0,0,18390,2550
536282,512746,Wage/Salaries,157481,75917,4380,0,19070,56580,70,12798,8700,121618,39132,17000,0,30504,3264
366605,171669,Other sources of Income,79216,4720,1820,0,2795,52566,2292,4896,1776,0,4938,4200,12450,243799,43842
846320,422598,Other sources of Income,141356,6708,0,0,10420,61266,4948,8328,6774,20070,22938,5000,134790,503816,85142
77495,76553,Wage/Salaries,41452,7664,480,1130,1345,5940,12750,780,318,1370,3324,0,0,1206,123
142916,142114,Other sources of Income,55270,7594,770,7510,3840,7320,220,7956,312,1030,6540,0,43752,914,92
118847,94240,Wage/Salaries,41444,5092,1172,0,950,8370,5463,6276,510,20145,3318,1500,0,30148,3920
176356,131464,Wage/Salaries,70207,877,0,480,2400,25230,100,9054,1200,1060,12816,2800,5240,55402,7611
58136,50630,Enterpreneurial Activities,33861,1950,0,650,795,8940,40,1704,0,0,2190,500,0,8138,937
303496,261849,Wage/Salaries,130299,5250,0,0,4890,17520,9940,6960,2502,0,14694,16500,53294,46735,5472
123309,98593,Other sources of Income,68550,4404,0,0,600,14808,1309,2412,744,480,3786,1500,0,31744,4173
82158,72327,Wage/Salaries,36511,3800,0,0,215,7554,241,3600,234,300,4206,1000,14666,10459,1187
74471,55825,Wage/Salaries,32082,1925,0,0,695,6708,425,8100,468,320,2652,500,1950,23028,3150
144407,104228,Wage/Salaries,49436,1525,600,1040,255,17112,500,1698,1392,0,5670,1000,24000,51758,7446
441064,317961,Wage/Salaries,156733,15000,0,1300,7590,24216,4005,2460,2520,39643,21624,12000,30870,127264,16519
193336,111981,Other sources of Income,46793,0,0,0,1030,13698,38580,216,0,0,1164,10500,0,91634,13994
71668,53390,Wage/Salaries,29456,2200,1430,5305,2506,6534,210,1380,0,845,2724,800,0,22077,3005
132107,94016,Wage/Salaries,63348,3300,2528,2210,3545,5358,354,1440,276,957,4968,1350,4382,41554,5571
80830,58248,Wage/Salaries,33559,1525,0,0,1364,12426,0,4020,102,550,3702,1000,0,28134,3986
70600,55798,Other sources of Income,42274,0,0,0,760,7614,1584,780,60,420,1806,500,0,16737,2116
93980,48751,Wage/Salaries,25596,0,1300,2223,1200,8340,0,8640,0,0,1152,300,0,51207,8237
42229,38578,Wage/Salaries,26493,0,650,0,337,7824,100,1800,0,0,1374,0,0,3721,406
80065,77409,Wage/Salaries,43578,4400,325,0,2988,5562,620,3060,0,9718,5658,1500,0,3293,345
64236,58277,Wage/Salaries,38676,2140,0,0,2130,4956,0,1920,0,1100,3630,0,3725,7496,855
54227,51911,Wage/Salaries,30565,1650,700,0,1650,13422,0,510,0,1174,2040,200,0,2337,244
113088,112855,Other sources of Income,51713,3850,0,0,5377,11220,330,4800,1038,15663,4122,1000,13742,298,30
35052,29993,Other sources of Income,19806,433,0,0,1480,4800,180,864,0,570,1860,0,0,6337,771
33526,31218,Other sources of Income,23442,0,0,0,1066,4722,530,600,0,0,858,0,0,2747,301
93347,80526,Enterpreneurial Activities,51044,0,0,0,7744,7548,90,9000,0,0,5100,0,0,13958,1622
112622,89588,Wage/Salaries,55145,1919,450,6470,2655,10896,58,5280,0,1405,4110,1200,0,26503,3356
76573,76114,Other sources of Income,50190,3036,350,54,2962,10608,1330,2280,408,1500,3396,0,0,581,59
120852,64527,Wage/Salaries,36932,660,0,0,1408,12282,60,8400,372,475,2838,1100,0,65985,10729
70294,64592,Other sources of Income,42020,550,90,1560,2006,8892,483,3216,1014,225,3036,1500,0,6260,687
91477,86921,Wage/Salaries,40703,660,385,702,2149,8202,1251,8658,1014,670,5034,1450,16043,5300,565
200110,173101,Wage/Salaries,91882,1236,0,4525,2780,34980,2590,2616,4020,0,27222,1250,0,30886,3625
431536,285837,Enterpreneurial Activities,87062,2210,462,0,9010,95640,1965,44022,13200,0,29766,2500,0,179517,26826
195470,128957,Enterpreneurial Activities,58039,2617,0,0,1535,26400,118,3192,1692,24150,11214,0,0,71110,9865
72484,59940,Wage/Salaries,38510,5160,0,0,500,9840,110,3360,288,0,2172,0,0,14226,1735
94965,84511,Enterpreneurial Activities,45245,3620,780,2080,700,13080,343,840,0,0,1908,1340,14575,11597,1315
61790,51548,Wage/Salaries,31654,1339,0,260,1580,7980,215,4380,60,1560,2520,0,0,10390,1216
137118,135434,Wage/Salaries,60242,12903,300,905,180,10860,34380,3312,1332,550,10470,0,0,1966,200
198330,159463,Other sources of Income,40980,6735,0,0,0,33300,22478,8160,0,0,1830,8700,37280,42785,5286
596410,381764,Wage/Salaries,145532,28450,0,0,10450,66540,2930,45078,4200,30200,48384,0,0,224947,31368
318963,182206,Enterpreneurial Activities,94550,25875,1710,9050,3565,16980,294,1812,3240,0,12630,12500,0,172928,28629
204300,153248,Other sources of Income,80519,11576,1110,0,0,32280,7255,3918,480,2270,10200,3640,0,53165,6755
517510,249030,Other sources of Income,96728,5100,0,4706,3285,93360,4665,7908,9594,0,11934,11750,0,302033,49789
191566,153128,Other sources of Income,59653,8052,0,0,4590,48804,761,7194,3480,1460,15534,3600,0,47854,6216
118387,105067,Wage/Salaries,47841,5330,0,0,2600,34710,252,4458,1260,0,8616,0,0,15536,1787
56640,38107,Wage/Salaries,21003,1300,1430,5430,450,6750,40,612,0,0,1092,0,0,19292,2612
218411,183994,Other sources of Income,39972,2244,1430,2000,975,8910,119010,3510,324,2445,3174,0,0,43527,5402
75932,62360,Wage/Salaries,42047,1208,0,2715,1053,9690,497,960,1536,1230,924,500,0,13609,1605
73689,44953,Wage/Salaries,26461,910,1250,607,395,13080,30,600,420,0,1200,0,0,28829,4014
101291,94723,Wage/Salaries,39013,2356,1446,8150,2360,23580,42,10890,270,1150,5466,0,0,8170,896
67253,56941,Wage/Salaries,37598,2006,795,4073,1190,5700,308,600,132,495,4044,0,0,13103,1620
39678,29142,Wage/Salaries,16023,1000,440,884,508,8718,153,780,0,0,636,0,0,13594,1930
55436,39999,Wage/Salaries,26849,20,0,0,1250,4380,4380,1620,180,0,1320,0,0,16095,2096
60577,44349,Wage/Salaries,30976,120,780,0,845,7380,564,1680,0,0,2004,0,0,17940,2376
106020,96979,Enterpreneurial Activities,25274,0,150,8072,450,24690,214,3456,0,0,738,0,33935,10589,1180
484244,473819,Wage/Salaries,162384,7630,0,10010,20707,36606,760,15570,9360,17462,35358,19740,138232,12252,1261
396530,200267,Wage/Salaries,82230,5282,0,0,15657,29850,1820,6936,6096,16970,18426,17000,0,226951,37441
466105,218404,Wage/Salaries,111190,12386,0,0,14110,28098,1932,5922,3000,2868,22398,16500,0,321240,59332
145583,140203,Wage/Salaries,71865,11332,0,2860,2078,13698,0,5112,2640,1240,5748,800,22830,6389,671
142174,94802,Wage/Salaries,45410,2780,80,1991,5711,13716,180,7518,948,0,10668,5800,0,56711,8306
102104,77557,Enterpreneurial Activities,49759,1810,0,0,3070,10476,62,6000,198,680,5502,0,0,29103,3870
170305,153203,Wage/Salaries,81425,12950,300,7540,3020,13446,3884,12330,1890,900,7818,7700,0,18109,2014
106040,105808,Wage/Salaries,68972,5850,0,2590,885,7980,75,12774,360,2200,4122,0,0,266,27
151812,134344,Wage/Salaries,79725,4398,0,0,4425,14466,0,4806,972,800,12222,12530,0,20392,2352
88315,80999,Wage/Salaries,44908,1002,40,3801,2392,11262,0,6900,216,580,8178,1720,0,8706,970
241180,204898,Wage/Salaries,127367,6452,210,1810,5070,16692,497,27846,930,2250,15774,0,0,39296,4619
121745,112343,Wage/Salaries,78541,3898,25,10490,2703,8202,100,1380,396,1500,4758,350,0,10358,1132
200397,167225,Wage/Salaries,86466,7428,0,7635,2214,25044,72,11262,1044,1480,16080,8500,0,41989,5263
112563,110724,Enterpreneurial Activities,51466,5652,240,2038,1910,8676,120,33546,396,1800,4380,500,0,1857,189
145912,141571,Enterpreneurial Activities,84330,5850,160,988,5567,9618,2984,19470,792,3148,8664,0,0,5469,572
191821,176331,Wage/Salaries,92749,13660,300,0,4573,15630,393,7902,960,2642,12522,25000,0,16267,1771
272304,202102,Wage/Salaries,104975,37600,1647,2600,1700,26580,50,7200,2664,6000,8586,2500,0,79668,10575
120009,105355,Enterpreneurial Activities,65503,8195,1647,0,502,13080,58,3192,1584,760,8034,2800,0,18287,2163
152170,110995,Wage/Salaries,70479,4390,780,2534,3949,11460,655,6960,1032,800,4956,3000,0,42724,5515
221738,165213,Other sources of Income,79677,4812,0,0,16988,26052,1778,9606,1236,0,9624,10000,5440,69028,9441
461050,257107,Wage/Salaries,131081,6640,0,724,5050,36942,9644,21462,1332,0,22788,12150,9294,257842,43218
153858,120883,Wage/Salaries,68279,300,114,9050,1564,22020,217,7734,1158,1165,9282,0,0,36688,4632
204298,169759,Wage/Salaries,116429,6355,0,5430,4596,14418,307,6996,906,100,6222,8000,0,42531,5305
127274,122468,Wage/Salaries,73478,12290,0,0,2410,13950,840,7314,738,1950,9498,0,0,5386,564
138577,138294,Wage/Salaries,94002,8100,0,0,2270,13836,1710,8472,906,2000,4998,2000,0,290,29
171346,66918,Other sources of Income,37052,350,0,0,1575,18636,485,1530,0,0,1290,6000,0,120967,21804
96583,95113,Wage/Salaries,63970,1035,0,2172,600,16722,1370,4416,306,2266,2256,0,0,1557,158
100559,84160,Wage/Salaries,53583,4410,150,1024,1563,12054,0,7644,0,0,3732,0,0,18922,2296
184327,97323,Enterpreneurial Activities,52341,4480,3222,0,2470,14100,3640,10788,1758,0,4524,0,0,97136,15366
299000,192769,Wage/Salaries,47654,4400,0,0,3435,8520,112312,3858,4284,0,6306,2000,0,135806,21092
135048,120862,Enterpreneurial Activities,81789,2902,600,7260,3940,16158,105,3162,804,350,3792,0,0,14972,1672
166422,87307,Enterpreneurial Activities,48983,360,0,0,1055,17748,813,16272,0,0,2076,0,0,96633,16291
84715,70235,Other sources of Income,38667,4940,450,7240,580,14220,40,816,1260,0,2022,0,0,18055,2266
86766,50819,Wage/Salaries,28867,1450,480,0,4320,11178,96,1080,948,0,2400,0,0,36730,5261
139299,127389,Wage/Salaries,79571,3952,0,2806,1910,25068,468,8322,1188,1080,3024,0,0,12780,1403
168271,143024,Wage/Salaries,76289,16590,0,0,2012,20160,1182,19170,828,227,6066,500,0,30090,3634
235164,202938,Wage/Salaries,92752,16372,1650,10860,0,21960,5110,20340,3030,23200,7164,500,0,36485,4281
101404,78228,Wage/Salaries,41069,6026,0,2018,325,13902,360,5508,360,40,1500,7120,0,25243,3204
316362,239425,Wage/Salaries,122160,7400,780,8145,1660,50160,120,24780,3582,0,10638,10000,0,77641,9687
119506,119190,Wage/Salaries,71065,10983,0,7240,1915,10638,151,8640,1602,100,5856,1000,0,361,36
223509,146825,Enterpreneurial Activities,104170,6190,240,5430,165,13272,88,13086,528,650,3006,0,0,81007,11193
103900,84058,Enterpreneurial Activities,51514,4930,0,3620,550,16170,560,2388,414,690,3222,0,0,21488,2627
175232,137051,Enterpreneurial Activities,67566,1977,0,0,4775,27618,175,12600,2400,1500,4440,14000,0,47602,6309
240652,205740,Other sources of Income,94330,400,0,7240,1500,63360,320,5658,6702,0,3030,11000,12200,36715,4259
884328,348886,Other sources of Income,117915,20620,364,720,6470,64776,66175,41184,6792,720,15150,8000,0,654277,122627
118012,105057,Other sources of Income,52101,1860,372,0,1460,30708,1448,6570,612,0,3126,6800,0,13958,1573
113890,84138,Wage/Salaries,44359,8520,225,3416,3227,7920,115,7188,216,0,8352,600,0,30876,3955
297310,213930,Other sources of Income,121079,18020,0,0,5625,34554,130,15468,816,2240,9498,6500,0,97268,13363
909980,584453,Wage/Salaries,221012,17000,230,0,52140,77676,85393,9960,11394,2660,83988,23000,0,413396,64112
769294,402044,Wage/Salaries,155401,19410,345,11400,9549,72354,8539,28494,14700,13970,42282,25600,0,419965,67801
241906,236682,Wage/Salaries,86562,9120,2980,0,4210,21972,91020,1824,828,150,11016,7000,0,5254,537
186250,172389,Wage/Salaries,79272,9310,235,1086,15218,27840,960,8220,504,1250,19494,9000,0,14836,1610
142625,77234,Wage/Salaries,46800,289,1840,936,1190,7710,337,1338,828,1680,2736,0,11550,66319,9759
118600,90076,Wage/Salaries,61163,3722,1950,0,2350,12696,0,2982,192,1115,3906,0,0,34069,4545
192159,116536,Other sources of Income,38003,520,930,0,100,18618,32,14160,1002,0,3036,10000,30135,90227,13945
183052,176477,Wage/Salaries,72110,8030,900,0,1555,40398,5778,3246,7380,4440,10866,0,21774,6967,725
713785,265238,Other sources of Income,88713,8515,0,0,12950,44784,2970,5178,3180,46000,20448,32500,0,556626,107498
256374,98293,Other sources of Income,34598,5748,0,0,3215,29682,13360,2304,258,2510,4338,750,1530,201992,39573
203512,154404,Wage/Salaries,43471,11718,4240,520,6360,32514,399,18030,3192,13000,12960,8000,0,58751,7850
279154,215260,Other sources of Income,46242,900,0,0,9680,93984,17280,19314,5988,0,6990,12000,2882,80566,10863
44302,30288,Other sources of Income,12502,900,120,1425,390,10872,95,2592,300,0,1092,0,0,17068,2482
213955,178812,Wage/Salaries,63540,1000,1900,15000,8420,33984,11296,14610,1188,150,15972,3000,8752,44505,5571
146511,129798,Wage/Salaries,79628,6175,895,8598,3878,18060,874,3138,3360,710,4482,0,0,19300,2218
88265,81188,Wage/Salaries,58653,4815,475,2070,1425,10212,570,600,0,320,1848,200,0,7884,866
153776,116265,Enterpreneurial Activities,61650,2240,1870,2330,1130,29940,80,900,180,400,3144,2100,10301,45621,6156
109719,80346,Other sources of Income,55271,2050,1750,520,930,16512,55,720,660,120,1758,0,0,37166,5240
64063,48964,Enterpreneurial Activities,33080,840,120,3518,400,7320,260,660,90,520,1656,500,0,17066,2214
48495,37833,Wage/Salaries,22783,600,1465,156,290,9102,155,720,216,0,1794,0,552,11578,1456
80076,63846,Enterpreneurial Activities,39171,2170,120,6697,2300,6450,240,1728,156,1300,2514,1000,0,17140,2100
79508,72226,Enterpreneurial Activities,37024,2690,2820,0,870,13248,0,4884,156,400,2634,7500,0,8460,949
127755,115343,Other sources of Income,40085,1340,610,2080,1290,63960,108,660,438,2000,1872,900,0,14919,1695
77944,63310,Enterpreneurial Activities,35635,1640,340,0,485,14976,600,2640,396,0,5598,1000,0,17667,2236
38956,37507,Other sources of Income,22362,5430,40,0,185,5100,32,2184,120,0,1554,500,0,1627,170
50279,45998,Wage/Salaries,32990,690,0,0,1405,6432,177,420,0,1800,1644,440,0,4616,507
64826,60582,Wage/Salaries,41036,1205,690,0,390,13248,50,318,120,1465,1800,260,0,4627,498
111965,111224,Other sources of Income,58162,9402,170,520,10895,14700,379,5700,852,400,7044,3000,0,842,85
95348,51508,Enterpreneurial Activities,24580,0,0,0,550,13242,920,4500,822,0,6894,0,0,53150,8797
115301,99167,Wage/Salaries,54434,10038,80,1040,2130,10020,259,3906,192,12110,1758,3200,0,18246,2147
113508,99009,Enterpreneurial Activities,60523,3174,2902,3620,1470,19644,1850,480,510,630,2676,1530,0,18648,2239
455237,208193,Wage/Salaries,77054,39480,3610,0,6495,19830,96,14880,8544,0,30204,8000,0,276579,46256
88970,70242,Wage/Salaries,41771,1384,540,7040,660,8874,80,720,0,215,5958,3000,0,19976,2474
184728,148220,Other sources of Income,55982,1300,0,0,3390,46698,16968,13620,960,0,4302,5000,0,40818,5079
68028,49109,Enterpreneurial Activities,31719,850,650,724,715,10020,55,1080,180,550,1566,1000,0,22502,3113
115835,75508,Other sources of Income,31033,1900,0,0,1975,20160,1210,5712,1038,0,9480,3000,0,48699,7269
144268,127489,Wage/Salaries,43759,9735,850,7828,2100,21474,10197,7200,666,9800,5880,8000,0,17927,2030
150978,78205,Wage/Salaries,39968,3200,270,3016,135,10590,1330,11766,1740,1072,5118,0,0,80416,12732
233080,177918,Other sources of Income,85301,16685,0,0,10735,27078,2627,13782,3018,1940,9252,7500,0,60413,7743
40008,32055,Other sources of Income,19433,952,0,0,675,5532,41,1530,0,300,2592,1000,0,8638,1065
86184,61990,Enterpreneurial Activities,36004,0,0,2590,2491,16380,1305,1020,0,0,1200,1000,0,29290,4098
91090,75939,Enterpreneurial Activities,43965,7862,95,3620,3694,5220,1485,3840,984,1640,2334,1200,0,16969,2047
44746,41191,Wage/Salaries,25567,1104,0,4484,1500,4980,966,198,360,100,1932,0,0,4077,450
104021,91830,Wage/Salaries,69143,3850,0,2276,3520,7620,125,648,0,1510,3138,0,0,15684,1858
17440,10076,Other sources of Income,5482,0,0,0,200,3612,200,0,0,0,582,0,0,8202,1245
72596,70167,Other sources of Income,23670,0,23355,420,1545,9030,135,684,0,0,2256,0,9072,2864,299
48264,44014,Wage/Salaries,24445,1544,0,3620,2795,5232,2290,504,546,710,2328,0,0,4684,518
146208,129012,Wage/Salaries,43338,4002,0,0,3275,8160,46130,2622,72,369,2604,50,18390,21399,2515
140108,105900,Enterpreneurial Activities,87590,525,850,0,3015,7836,0,3804,0,600,1680,0,0,42441,5779
81570,54463,Other sources of Income,18913,2202,0,0,1065,14052,235,2700,0,14300,996,0,0,31796,4602
125067,101820,Wage/Salaries,61697,320,0,910,1605,7572,94,13800,936,1600,10458,0,2828,24674,2982
307971,258796,Enterpreneurial Activities,181683,10564,835,7693,10235,14460,406,9600,1068,3100,17652,1500,0,54206,6463
153965,139084,Enterpreneurial Activities,98496,12090,0,5460,2254,9240,2490,1926,360,1560,5208,0,0,15611,1727
38524,32271,Other sources of Income,17341,222,0,240,1856,6264,400,840,0,770,4338,0,0,7272,884
85583,80605,Enterpreneurial Activities,56281,2380,0,2980,3679,10050,50,1500,162,1255,2268,0,0,4997,529
60778,59585,Wage/Salaries,36352,2050,0,1398,3220,7572,210,2700,0,705,4878,500,0,1297,133
88889,50303,Other sources of Income,36242,264,0,2534,510,5892,259,1818,0,300,2484,0,0,49601,8343
64399,61181,Other sources of Income,39151,1000,0,6470,1574,5154,224,1152,162,1500,4794,0,0,3368,355
128243,103793,Enterpreneurial Activities,74876,909,1300,2896,5595,8418,225,4248,0,1900,3426,0,0,29730,3785
141250,125352,Other sources of Income,84265,3790,1900,0,5895,10020,18,12018,780,3000,3666,0,0,18350,2105
138632,121782,Wage/Salaries,81323,7115,1865,0,2835,18180,160,4284,414,950,4656,0,0,21383,2538
44804,39402,Wage/Salaries,26152,0,520,0,1321,8340,45,1200,192,0,1632,0,0,6525,764
44540,38039,Wage/Salaries,24083,0,560,0,2380,7632,180,1320,156,0,1728,0,0,8156,995
88602,82211,Enterpreneurial Activities,51913,1210,260,0,1410,16266,0,4800,1038,1100,3114,1100,0,7480,820
128666,121711,Wage/Salaries,76564,10089,1690,1300,5694,7536,245,6624,1092,2615,6162,2100,0,9013,979
301009,181388,Wage/Salaries,98686,9145,0,0,10906,10482,50,19998,1146,2600,6990,2500,18885,149933,23971
147232,125476,Wage/Salaries,76227,2320,0,0,7760,10800,1433,17100,1428,200,5508,2700,0,28116,3470
114960,82163,Wage/Salaries,48681,5460,1950,3900,3580,6030,90,6354,234,0,3384,2500,0,40084,5660
102161,95696,Wage/Salaries,58013,11915,720,650,5412,7698,0,7140,0,390,1788,1450,520,6643,709
158251,77202,Wage/Salaries,47954,2460,0,1040,5555,10080,0,3900,0,1075,2838,2300,0,92265,15260
99190,99008,Wage/Salaries,61501,5459,975,650,8428,8418,385,5538,312,0,4476,1000,1866,218,22
54694,54628,Wage/Salaries,32078,1054,410,1196,1400,9636,0,318,0,100,2364,600,5472,66,7
129708,88806,Wage/Salaries,63309,0,1080,3620,835,8040,1010,1560,408,3000,3744,2200,0,47087,6643
560059,230238,Wage/Salaries,108654,5240,7120,0,12520,41388,8364,7080,6600,0,28272,5000,0,405233,75301
247186,175763,Wage/Salaries,99010,200,7070,3755,1500,24852,530,10542,1584,0,5460,10500,10760,78108,10490
133265,108467,Enterpreneurial Activities,79631,0,3890,260,985,13308,505,1458,852,1320,6258,0,0,26987,3290
162690,112138,Enterpreneurial Activities,67704,0,1800,0,2270,17784,88,8508,3330,1050,5604,4000,0,64769,9621
526449,167899,Wage/Salaries,82519,9140,2890,3620,7070,16020,3072,3360,3750,0,22458,14000,0,447352,90295
75578,41343,Other sources of Income,18894,5200,0,0,225,12300,3260,600,0,0,864,0,0,43189,7299
83847,60653,Wage/Salaries,28942,10630,5905,4230,50,8040,0,1920,0,0,936,0,0,26733,3638
103184,64350,Wage/Salaries,48119,0,0,905,690,7140,70,2520,0,340,4566,0,0,45827,6929
146610,117265,Enterpreneurial Activities,88690,0,3500,2730,440,11970,95,2400,648,0,5292,1500,0,31910,3941
94020,91901,Other sources of Income,38570,0,1185,1165,2535,9300,15105,2700,0,2540,5676,5500,7625,2567,265
98768,73373,Other sources of Income,41603,0,390,1629,4245,11808,690,2220,1260,1500,8028,0,0,30679,4185
111958,101562,Enterpreneurial Activities,35611,0,1275,1360,940,11406,15000,1980,288,0,2802,4500,26400,12306,1387
138230,100400,Enterpreneurial Activities,45318,0,2652,780,2580,20250,1642,1998,1230,0,2730,1500,19720,46121,6428
165544,104004,Wage/Salaries,49433,0,3830,2715,7590,14832,5382,6906,1212,0,5604,6500,0,70365,10402
95444,58077,Enterpreneurial Activities,28300,0,0,0,450,15240,97,1800,0,540,1368,800,9482,43272,6557
332605,131672,Wage/Salaries,63065,1300,100,0,2905,38250,1172,6150,300,2000,8430,8000,0,238942,43790
153372,107638,Wage/Salaries,46502,750,360,3235,2690,26016,90,3978,156,4665,4176,2000,13020,59338,8756
117127,82983,Other sources of Income,37642,0,240,362,1377,22458,13500,2538,540,50,3276,1000,0,42469,6089
168106,143790,Enterpreneurial Activities,60509,216,0,0,1710,24546,42,1200,1200,285,2082,1000,51000,29324,3531
115921,101776,Other sources of Income,48664,45,0,0,1165,25890,50,2700,0,75,1392,100,21695,18366,2194
68922,47264,Wage/Salaries,25878,0,0,0,410,16500,0,1800,138,0,1038,1500,0,26218,3793
129407,119787,Other sources of Income,65711,180,0,0,4470,25950,0,2100,0,300,1560,1000,18516,10430,1134
142194,101263,Wage/Salaries,58996,780,80,0,835,26520,0,6018,0,924,2496,4614,0,47602,6577
143355,116162,Wage/Salaries,75439,0,660,6396,2643,20250,1800,2100,1152,0,4722,1000,0,34342,4428
187387,162654,Other sources of Income,100127,0,1260,12440,5480,30600,850,1500,0,4181,5616,600,0,25506,2908
320640,212802,Wage/Salaries,137376,0,780,0,11060,33600,450,3120,540,11620,11256,3000,0,113878,15647
179845,101931,Wage/Salaries,69864,0,0,270,370,25140,235,3300,180,0,2322,250,0,101263,17143
553167,495648,Wage/Salaries,150153,15000,0,8540,21830,54930,965,33264,13590,72642,86784,10630,27320,64959,7346
174814,104386,Wage/Salaries,69459,0,1560,2715,280,19020,230,2700,0,0,2412,1500,4510,85793,13544
214530,182448,Wage/Salaries,100059,0,2860,1560,5255,26940,110,3936,684,1640,7404,3500,28500,40632,4995
209996,161046,Wage/Salaries,113188,0,8010,1820,1760,23640,100,4800,360,1236,4632,1500,0,51919,6549
164916,136277,Wage/Salaries,86999,780,420,7240,1820,29550,150,4200,132,120,3666,1200,0,36250,4589
221536,213361,Enterpreneurial Activities,121965,4380,850,4344,2910,26298,240,3150,1260,7465,2346,3000,35153,8854,923
178544,174843,Wage/Salaries,78174,0,1415,1165,4165,15780,5238,9600,540,1105,10590,3500,43571,3958,405
406002,164347,Other sources of Income,68162,0,1820,1560,3732,16020,2415,19944,2400,5700,6126,8000,28468,312121,60624
134310,126695,Other sources of Income,54712,0,3335,520,1360,11430,5890,13320,0,2380,5538,0,28210,9371,1015
115018,74416,Other sources of Income,26624,1560,544,520,680,5400,100,3600,0,1300,3576,0,30512,46161,6692
183534,157926,Wage/Salaries,80719,500,3768,4660,5427,13800,376,12600,0,6300,3990,8000,17786,29453,3480
117213,102494,Wage/Salaries,69691,2600,20,0,315,21972,211,2640,360,1195,2190,1300,0,17901,2112
153874,89850,Wage/Salaries,60189,0,25,0,655,18456,248,3480,414,1451,3732,1200,0,79332,12813
170400,119938,Wage/Salaries,78525,0,1110,310,565,26676,434,2520,600,1680,6018,1500,0,52473,6925
112726,74764,Wage/Salaries,53020,0,2365,0,0,13872,277,1380,0,0,2550,1300,0,44452,6454
136387,110983,Wage/Salaries,68226,0,65,1940,1980,28176,325,2160,1512,1705,3894,1000,0,31561,4029
108550,98048,Other sources of Income,64060,0,0,0,420,21948,673,2610,840,875,5322,1300,0,13266,1523
