total_income,total_expenses,income_source,food,hospitality,alcohol,tobacco,clothing,public_utilities,medical,transport,communication,education,others,special,gardening,saving,min_invest
176710,141077,Other sources of Income,61059,0,1710,9060,2460,43962,372,11340,1920,0,4194,5000,0,45607,5995
467833,296936,Wage/Salaries,102553,20300,10439,1086,13570,63240,1060,2760,2880,22500,14868,5000,36680,186308,26664
217562,213565,Wage/Salaries,87360,5200,2455,6878,10335,27318,693,8220,2400,3290,5496,0,53920,4066,414
204815,89541,Enterpreneurial Activities,46578,1810,8870,1396,4360,13458,211,5670,2880,0,4308,0,0,140892,25543
134025,57729,Other sources of Income,36816,2470,591,1555,1835,9570,338,840,480,150,3084,0,0,85634,14632
197840,171534,Other sources of Income,65338,14760,240,0,5240,19746,13100,11424,3840,33250,4596,0,0,27654,3171
186015,106517,Wage/Salaries,67486,12240,480,780,1780,12780,225,5844,780,120,4002,0,0,100975,16745
311354,162597,Wage/Salaries,64945,9110,1676,960,2420,21840,784,8862,780,10000,7716,5000,28504,150781,22478
543970,100623,Enterpreneurial Activities,52544,5720,1170,0,4475,28194,154,1440,960,200,5766,0,0,516513,107643
166260,93278,Other sources of Income,37210,2820,2166,4602,3945,25146,475,6180,2280,390,8064,0,0,73216,10556
141055,86485,Wage/Salaries,49917,2590,746,0,7025,11898,575,7200,1200,480,4854,0,0,57662,8250
195728,173261,Other sources of Income,71006,18930,4316,0,1170,20580,13540,7884,3258,0,3084,1000,28493,28536,3358
114585,98857,Other sources of Income,23956,0,0,0,1400,47682,3607,1698,1170,0,19344,0,0,19552,2354
33727,22676,Other sources of Income,12106,0,1660,0,580,7200,80,240,0,0,810,0,0,13371,1959
425216,368617,Enterpreneurial Activities,104131,9850,986,0,7875,37218,2945,3888,7896,1400,48588,2700,141140,61563,7119
542572,129399,Enterpreneurial Activities,72879,11115,0,0,1768,17934,546,6558,2442,700,6510,1500,7447,453469,86615
155331,134041,Wage/Salaries,73046,5746,510,780,2640,19386,1290,13944,840,1415,11844,2600,0,24659,2911
415402,324519,Wage/Salaries,105675,20994,0,0,10440,46830,2888,17382,2160,9810,40368,6500,61472,106376,13758
128891,99100,Other sources of Income,49398,4650,1170,3620,860,19398,796,1680,600,900,5868,0,10160,36780,4927
66503,60650,Wage/Salaries,31110,0,252,700,1120,10638,460,1440,228,0,2112,0,12590,5874,639
20785,11419,Other sources of Income,6550,0,0,100,350,3300,249,300,0,0,570,0,0,9893,1485
196291,182432,Enterpreneurial Activities,52208,3900,808,7340,2075,43026,450,1680,480,1100,5010,0,64355,14443,1555
361609,350479,Enterpreneurial Activities,96516,5470,3640,0,3190,25140,680,17172,2400,4100,7356,2200,182615,11519,1190
298442,280247,Enterpreneurial Activities,109648,14250,1362,4260,3080,27444,967,5160,1620,2524,9042,1000,99890,20654,2225
198266,109752,Other sources of Income,50490,500,0,0,1640,21582,17124,2880,0,0,3216,0,12320,95641,14521
423805,410352,Wage/Salaries,89922,7070,1260,905,3620,78912,275,82056,5400,12050,6732,5400,116750,16792,1759
287582,147953,Wage/Salaries,64035,11920,328,260,2430,24396,490,26082,4278,0,7734,6000,0,169664,28748
149800,129966,Other sources of Income,80940,7200,4810,0,1260,17508,1558,9600,1800,0,4290,1000,0,22880,2684
300054,196807,Wage/Salaries,127124,13425,2420,1560,810,33060,177,7080,3870,2195,4386,700,0,112796,15879
383780,302834,Wage/Salaries,120912,29900,180,0,25366,85902,1836,14160,6240,1650,14688,2000,0,86711,10760
85430,63607,Other sources of Income,34245,0,40,0,1300,22512,2660,2040,0,0,810,0,0,24754,3278
150725,137771,Wage/Salaries,76743,10650,3240,2715,4555,21420,425,4158,3000,1755,7110,2000,0,14577,1614
176555,126663,Wage/Salaries,80023,900,6630,2330,1770,19188,350,7320,2760,0,3492,1900,0,52726,6932
113226,68514,Wage/Salaries,33604,0,1101,6780,690,19050,1043,900,1200,0,3846,300,0,46703,6679
402624,195785,Wage/Salaries,86848,18425,1062,4550,2815,29100,1305,24600,5700,0,19080,2300,0,239965,40273
239752,234688,Other sources of Income,91490,14800,1111,0,2300,29352,1889,5424,1200,4200,6300,2000,74622,5337,546
456569,310179,Wage/Salaries,115402,20900,1540,0,4185,27558,5185,32472,4440,2250,68754,4000,23493,158548,21783
575647,180779,Wage/Salaries,49751,5780,500,7240,2630,10206,3327,10986,4680,20000,47424,2500,15755,474163,93005
209275,164546,Other sources of Income,98782,13835,0,0,2585,13272,120,13116,1920,8860,10056,2000,0,52817,6819
219795,160975,Other sources of Income,45282,5396,0,400,3365,10260,15570,468,660,960,73614,5000,0,64894,8585
271411,254341,Enterpreneurial Activities,47141,6120,1040,0,7400,11172,11000,4200,12180,0,2028,3000,149060,18484,1984
415041,323731,Enterpreneurial Activities,117032,7745,988,0,7330,18372,420,8268,13440,2080,7776,3700,136580,111019,14599
118029,107885,Wage/Salaries,74109,2125,332,546,2915,6048,190,1404,360,870,3516,1000,14470,10496,1146
225784,224537,Wage/Salaries,96016,13110,640,1560,2870,9264,86,7392,1020,2380,8454,9200,72545,1500,151
68128,41840,Wage/Salaries,25760,7650,0,362,890,4560,90,120,0,0,2208,200,0,26775,3749
166250,142224,Wage/Salaries,73353,19024,0,0,2950,14268,277,11226,3300,7980,9846,0,0,25836,3013
2014125,803077,Wage/Salaries,168860,22150,0,0,11780,37062,2520,10044,8400,1975,37716,5000,497570,1508238,286020
182407,148219,Enterpreneurial Activities,73392,12100,0,988,5000,23388,2383,13182,3198,6740,7848,0,0,37314,4559
221805,207940,Other sources of Income,105526,12620,2090,0,7510,30330,570,23058,6642,6400,13194,0,0,16544,1798
241913,220991,Other sources of Income,75742,24698,1820,5032,14055,25920,110,23040,4578,28900,12096,5000,0,23868,2651
620014,452894,Enterpreneurial Activities,146919,92700,0,0,16805,41010,2530,27876,10800,99500,14754,0,0,171787,22068
149530,62259,Wage/Salaries,35940,0,1170,0,1885,15360,290,2532,510,0,4572,0,0,89560,14457
542668,273008,Enterpreneurial Activities,140410,25100,9185,0,7540,22008,755,38388,4218,10740,11454,3210,0,298228,47782
189968,96968,Wage/Salaries,52066,1040,3440,1560,3850,21138,310,4944,2742,0,4878,1000,0,108890,18041
177180,132708,Enterpreneurial Activities,80690,0,2340,1810,3840,24990,6270,1362,3330,0,8076,0,0,52011,6949
98470,95940,Wage/Salaries,65687,7650,1596,1820,1505,10644,256,3360,480,300,2142,500,0,3268,340
123402,86484,Wage/Salaries,58668,6680,1292,910,2095,9138,555,2640,660,1040,2556,250,0,45784,6606
143562,109136,Other sources of Income,56454,1150,1580,0,4318,33396,1230,3372,900,360,5376,1000,0,35297,4419
202673,201330,Other sources of Income,76831,0,2184,0,5790,42234,750,22230,1500,1600,4776,1000,42435,1487,150
92831,67483,Wage/Salaries,48076,1200,72,910,3175,9300,210,2040,0,550,1950,0,0,31389,4405
231535,231270,Enterpreneurial Activities,61749,5050,1292,270,3670,20154,365,5898,600,900,2832,700,127790,275,28
147086,137594,Wage/Salaries,84299,6200,2576,0,5540,22614,317,9240,690,780,4638,700,0,12002,1319
402225,351549,Other sources of Income,84999,0,1092,0,2005,64092,480,960,1380,0,4956,44000,147585,53799,6141
101148,69355,Wage/Salaries,54526,2750,512,0,1900,3828,290,1080,540,205,3024,700,0,33483,4513
314740,143318,Wage/Salaries,84315,9700,480,0,5480,30072,165,5046,1080,1428,3552,2000,0,183490,29750
143819,127229,Wage/Salaries,87515,9100,756,3620,2620,13290,280,4458,480,1220,2790,1100,0,19712,2284
222395,128916,Other sources of Income,66980,5750,3276,0,6880,20820,120,6042,2520,8500,6978,1050,0,108931,16985
304931,228916,Enterpreneurial Activities,45096,2875,2350,7240,2170,14694,3540,3480,1320,4850,6420,1500,133381,88589,11798
440378,235339,Wage/Salaries,122624,5775,2704,0,8290,28164,1000,24738,7800,6200,25044,3000,0,241582,39416
88899,66086,Wage/Salaries,43319,4700,1976,0,1820,6156,300,1200,180,3675,2760,0,0,24766,3221
303863,148726,Other sources of Income,69325,5330,2080,0,3400,40932,10955,1440,1200,3550,7014,3500,0,186231,31942
407190,220102,Wage/Salaries,116828,22250,9585,0,8224,25692,7033,5820,5580,1390,14700,3000,0,242380,41957
561294,309197,Wage/Salaries,106868,18150,0,0,6590,61080,13077,7872,3720,34860,52980,4000,0,287095,45184
362177,130682,Wage/Salaries,69208,2800,3016,988,3391,20580,7982,7140,1740,2000,10962,875,0,299013,60162
212000,133102,Other sources of Income,61901,920,0,0,4915,37854,3736,2838,10560,0,9378,1000,0,85927,12360
103310,68809,Wage/Salaries,25835,0,4576,13032,1050,18258,700,3210,300,0,1848,0,0,35843,4874
395110,274305,Wage/Salaries,118421,12850,5966,150,3260,54240,14910,6900,5520,4500,41088,6500,0,150455,21904
627238,340749,Enterpreneurial Activities,54592,0,0,0,5154,152982,82573,13500,11400,0,13548,7000,0,332706,53370
495321,168934,Other sources of Income,28310,12000,0,0,480,48732,2420,4236,21498,41200,5058,5000,0,368957,67550
123552,119545,Other sources of Income,59409,5500,0,0,2025,28362,5089,858,1500,5500,5172,6130,0,4442,462
394440,217776,Other sources of Income,75804,1600,0,0,5287,80100,7229,2400,6960,5760,27636,5000,0,193707,29720
357390,229215,Other sources of Income,68933,16100,420,600,4610,51936,25380,48996,2880,0,8160,1200,0,164457,25683
185376,86728,Other sources of Income,52262,0,0,0,4430,16830,150,3840,3120,0,6096,0,0,112800,19005
56440,46238,Wage/Salaries,22099,0,1410,8325,270,11280,100,840,0,0,1914,0,0,10471,1246
235840,202490,Other sources of Income,73575,0,3520,12670,2970,25560,6795,4260,5400,0,13740,54000,0,41435,5014
951645,508266,Wage/Salaries,136864,20700,2590,5400,26820,95160,31200,72306,25200,1500,55476,0,35050,483220,74882
399646,222028,Wage/Salaries,94454,16200,0,0,6560,55836,12098,15552,4800,1500,12828,2200,0,189807,28574
243815,131857,Wage/Salaries,93644,2880,8137,780,1150,16548,1116,1176,900,450,5076,0,0,141102,23963
140218,85307,Wage/Salaries,46802,2925,120,0,2560,16170,258,7440,1320,650,7062,0,0,66562,10369
328840,271636,Other sources of Income,107629,11150,2170,0,5795,39210,0,6906,960,700,11646,0,85470,69951,8754
304914,112584,Wage/Salaries,46234,0,1280,1710,2120,24576,4276,3120,600,0,28668,0,0,222603,40722
439992,252024,Wage/Salaries,114942,21767,1880,1710,4370,31200,12443,8088,13140,8500,30984,3000,0,219267,34413
126932,82090,Enterpreneurial Activities,28233,0,0,0,1620,33300,2653,9672,3000,0,3612,0,0,51687,7552
231423,146861,Enterpreneurial Activities,81406,9300,0,0,3060,19380,335,11028,3120,13400,5832,0,0,101708,15394
154395,84249,Wage/Salaries,54693,4475,2560,2310,1465,8262,70,840,1380,1210,6984,0,0,76806,11833
620155,323327,Wage/Salaries,152713,16480,450,0,4575,46584,16530,5358,5394,12650,33078,0,29515,326134,51306
189715,180588,Enterpreneurial Activities,99200,20200,1080,854,2050,16662,1040,2100,1320,4750,8202,2300,20830,9298,976
123015,80384,Other sources of Income,47622,0,1280,6907,780,11952,2185,1452,540,0,3666,4000,0,49756,7276
137141,116250,Wage/Salaries,58722,2880,3120,3665,4500,12600,855,2160,1920,1200,7548,0,17080,25677,3138
144500,123829,Other sources of Income,57286,3325,2320,3620,2760,16380,1545,2496,2280,550,4512,3500,23255,24528,2935
69090,52943,Wage/Salaries,22309,300,600,1890,1990,9000,806,2340,960,0,4248,8500,0,19287,2555
1073601,492309,Wage/Salaries,115096,49300,0,0,12800,122400,1973,40512,24360,22430,70938,32500,0,624298,101233
144235,139972,Wage/Salaries,68848,6075,4160,3620,2610,16626,535,2220,828,500,6750,0,27200,5407,565
389350,378107,Enterpreneurial Activities,112369,40300,3380,6440,10522,56142,2760,16050,3360,34150,7164,12500,72970,13561,1411
141232,69049,Wage/Salaries,41874,250,1262,0,1240,17352,585,2040,600,0,3846,0,0,73856,11335
108916,89673,Other sources of Income,15352,0,0,0,395,5970,6028,606,0,0,41322,20000,0,20544,2466
107022,68015,Wage/Salaries,34007,300,0,780,1405,6300,3540,2100,900,0,3096,0,15587,45408,6739
53503,43712,Other sources of Income,17049,0,0,0,1325,19200,1540,2340,300,500,1458,0,0,10728,1307
97380,39113,Wage/Salaries,26456,0,0,0,600,9240,705,636,120,0,1356,0,0,68054,12245
591380,367837,Other sources of Income,114867,9680,360,11946,5730,17004,84520,6036,4320,5120,3504,0,104750,282437,44545
116509,102335,Wage/Salaries,58411,5750,1696,0,3265,12900,210,4410,540,1250,3948,0,9955,14531,1639
895365,545411,Other sources of Income,110134,13150,6756,7240,10005,66072,975,7566,5700,35800,26988,12500,242525,418799,64689
328840,227809,Wage/Salaries,128959,23000,480,0,1290,21378,680,7836,720,12450,11016,20000,0,105197,14018
70247,55445,Other sources of Income,20962,0,2600,2080,1220,11700,275,1098,180,0,3330,2000,10000,18992,2526
79250,47651,Wage/Salaries,30329,0,0,0,1120,11010,200,1020,540,0,3432,0,0,40233,6504
61930,45901,Wage/Salaries,34267,0,0,0,530,8040,250,1080,0,0,1734,0,0,17179,2226
29615,19829,Wage/Salaries,12659,0,0,0,560,5160,100,420,0,0,930,0,0,12276,1840
89165,62582,Wage/Salaries,31928,0,2680,4200,2610,10920,2930,1680,1020,0,4614,0,0,30491,4225
49660,45478,Wage/Salaries,26582,0,0,0,1490,8880,290,3738,810,1750,1938,0,0,4990,557
50290,38098,Wage/Salaries,21967,0,1570,0,910,8400,865,1080,330,0,2976,0,0,13184,1690
637812,413712,Other sources of Income,64277,1000,3380,0,8345,27660,1185,5760,2820,1500,14460,182500,100825,242777,34230
114890,112120,Wage/Salaries,42701,300,3302,0,1970,11940,400,2460,900,0,5172,0,42975,2945,302
74060,62410,Wage/Salaries,43946,0,0,0,2235,9600,525,714,0,500,4890,0,0,14606,1807
70950,45930,Wage/Salaries,29157,0,0,0,1650,8160,585,1080,0,900,4398,0,0,29283,4313
154880,97135,Wage/Salaries,51836,600,0,0,590,23106,10185,5940,780,0,4098,0,0,67024,10004
147976,115698,Enterpreneurial Activities,55926,1500,4420,7240,1980,18342,15154,6360,900,0,3876,0,0,36634,4678
141444,99054,Wage/Salaries,55065,14075,0,0,1060,14598,3094,1680,60,6290,3132,0,0,50521,7147
132176,96059,Wage/Salaries,56818,5300,1677,2330,780,15972,460,5040,300,1020,4362,2000,0,36283,4629
98415,84928,Other sources of Income,45792,6100,0,0,4850,19140,424,4080,870,924,2748,0,0,15964,1896
123585,97181,Wage/Salaries,54563,6425,1170,5159,2660,15930,290,4740,300,3070,2874,0,0,30557,3914
208226,192297,Other sources of Income,52413,450,3640,2340,220,17586,480,9480,1560,0,4338,0,99790,20576,2307
130985,97076,Wage/Salaries,59490,6825,0,0,1165,16920,760,7548,588,1500,2280,0,0,36159,4676
100713,89325,Other sources of Income,46963,1160,0,0,1175,26472,2515,5604,0,4200,1236,0,0,13842,1608
79150,67611,Wage/Salaries,46379,300,1092,0,1030,11052,570,1620,1320,0,4248,0,0,12977,1534
83185,40604,Other sources of Income,16725,200,0,0,2875,14088,2032,2280,180,0,1884,0,340,48377,7988
123940,74131,Wage/Salaries,45409,600,504,0,5245,8760,235,1920,1080,2650,7728,0,0,57504,8775
116185,112388,Wage/Salaries,48320,720,540,8280,1450,9210,1896,1260,780,0,6432,18000,15500,4556,476
464888,418125,Other sources of Income,96825,11700,4816,0,22640,22986,1020,16500,4920,9120,22098,205500,0,47231,5208
140658,131947,Enterpreneurial Activities,86766,11340,5012,2528,2660,8910,265,3738,1320,4110,5298,0,0,9777,1053
252007,247922,Enterpreneurial Activities,86806,4600,1122,0,2115,9480,434,2640,2220,0,4968,0,133537,4115,418
104614,48080,Wage/Salaries,26861,0,2288,1358,1520,6702,45,3600,960,0,4746,0,0,69169,12326
84018,43601,Wage/Salaries,25980,0,4392,0,280,9336,253,1320,600,0,1440,0,0,52157,9182
40815,35738,Wage/Salaries,24884,0,0,0,270,4530,4884,600,0,0,570,0,0,5085,572
162625,90290,Wage/Salaries,30325,0,390,7240,1115,47550,352,2160,0,0,1158,0,0,77932,11796
94588,86000,Other sources of Income,44514,4700,0,1810,425,27690,1781,1038,0,580,3462,0,0,10972,1252
89185,71414,Wage/Salaries,47124,2000,1040,3982,1150,8136,0,1680,1800,500,4002,0,0,18997,2330
383116,128107,Wage/Salaries,31306,0,0,0,4585,38778,620,12870,1122,0,38826,0,0,268351,46566
217808,149475,Wage/Salaries,78384,5750,5356,9580,6300,28542,765,3042,780,700,4776,5500,0,86527,12813
306205,230795,Other sources of Income,141606,14494,0,0,4485,38304,814,7320,2880,2304,15588,3000,0,76110,9520
246730,120594,Wage/Salaries,72087,4900,1700,8145,3495,11820,1313,2160,6138,1710,6726,400,0,136074,21660
206386,156444,Wage/Salaries,73428,4720,1040,0,10134,21780,208,18360,2160,10500,11814,2300,0,64653,8951
144160,113717,Wage/Salaries,71617,120,270,7780,160,13254,8814,4980,690,0,4632,1400,0,34546,4381
224388,209146,Wage/Salaries,85240,14200,1078,0,3350,18060,610,21402,3360,18600,14346,4400,24500,16855,1824
159300,138239,Wage/Salaries,70269,23112,1170,1872,2721,17868,100,3870,600,6315,5742,4600,0,23713,2764
321389,135747,Other sources of Income,78149,6650,0,0,5430,27360,500,6300,1560,1200,5598,3000,0,210640,36508
184955,151405,Other sources of Income,73831,9830,3120,0,7583,30420,6600,6744,2040,1210,8952,1075,0,37110,4527
622080,510731,Other sources of Income,124055,43500,9159,0,6420,236580,7219,19074,12000,13350,28374,11000,0,139938,17785
288598,181477,Wage/Salaries,129004,12480,4580,780,2260,13128,1605,9360,0,0,8280,0,0,129438,19750
288907,233452,Wage/Salaries,94610,30270,4242,0,7716,39228,5150,20160,9480,0,19596,3000,0,64355,8067
271821,253468,Wage/Salaries,121108,34130,3702,1690,6374,31890,1318,13800,4200,6750,24006,4500,0,21365,2328
209315,207137,Wage/Salaries,107978,19575,1430,0,7200,34308,6638,7440,3600,4980,11988,2000,0,2740,278
253114,216724,Wage/Salaries,111066,19325,1280,1820,3550,42180,795,9456,5100,5950,14202,2000,0,38647,4489
975424,651537,Wage/Salaries,254517,52475,750,0,53756,96972,43005,45000,14760,2100,66702,21500,0,330411,44454
437988,263081,Other sources of Income,37099,4760,4269,0,7990,148554,20311,15000,4800,0,20298,0,0,210468,32869
176234,169653,Wage/Salaries,101751,2600,6196,4420,3055,20844,2630,6000,1320,0,7392,0,13445,8474,897
128515,82771,Wage/Salaries,42695,8400,2470,905,200,23160,813,240,720,0,3168,0,0,52559,7684
170050,129210,Wage/Salaries,56631,160,4160,0,2090,57210,601,900,2280,540,4638,0,0,48046,6366
117775,79312,Wage/Salaries,61694,160,0,0,2220,9900,1143,1200,600,145,2250,0,0,47705,7077
71800,48239,Wage/Salaries,37331,3850,1110,0,1740,2580,152,78,0,0,1398,0,0,23578,3133
514454,193090,Wage/Salaries,105097,3200,2625,2054,20274,32508,4200,9948,1920,0,7764,3500,0,382100,71101
310058,273551,Other sources of Income,106363,4800,1560,0,12524,25992,2310,8622,2880,1480,15390,3000,88630,39461,4486
388356,284910,Wage/Salaries,104428,25150,450,0,38084,27168,760,32310,18582,5270,30408,2300,0,108089,13947
130538,112930,Wage/Salaries,65017,8690,165,3040,1950,18228,552,8544,960,0,5784,0,0,20714,2449
219098,210694,Wage/Salaries,78315,20211,2122,0,2140,30108,25480,18180,4680,1005,12918,1195,14340,8985,938
226940,182246,Wage/Salaries,81056,10170,1794,1872,3075,20472,3135,6828,3000,480,7332,947,42085,52055,6568
273504,268853,Wage/Salaries,69938,1910,2030,0,10825,24726,1500,23490,6240,101500,25494,1200,0,5719,586
333534,209174,Wage/Salaries,111596,4800,3978,0,2236,67044,3078,600,2400,1760,8682,3000,0,130415,18378
252556,220491,Enterpreneurial Activities,141985,3600,1068,0,3290,36912,3596,600,3840,1300,18300,6000,0,32101,3619
426448,270830,Wage/Salaries,98552,13000,9360,0,1350,47208,1052,5280,4800,0,42180,4000,44048,189109,28782
993000,335682,Wage/Salaries,107636,39000,0,0,1550,46392,488,24000,7200,0,106416,3000,0,680011,116123
466950,159124,Other sources of Income,72306,0,0,0,8100,28800,360,4800,2400,0,10008,0,32350,313495,52777
179810,138941,Other sources of Income,75365,7200,0,0,4600,21684,1320,6396,4800,2500,11076,4000,0,49007,6458
137625,97709,Wage/Salaries,38885,3200,5720,6240,4400,24000,200,600,5760,5200,3504,0,0,45872,6315
1115800,323304,Enterpreneurial Activities,140944,71500,2210,0,4650,40680,11000,14400,3600,0,34320,0,0,986499,203020
189850,123381,Wage/Salaries,60389,8000,2600,0,4200,14520,1450,10920,3600,2460,7242,8000,0,69504,9606
97600,85514,Wage/Salaries,45662,4800,2106,0,3760,13200,1210,4002,1080,1980,5214,2500,0,14568,1711
406145,151655,Wage/Salaries,61025,3700,1729,0,5855,44220,2330,14160,3300,1230,14106,0,0,285919,50933
293096,108205,Enterpreneurial Activities,54329,5460,1976,0,6440,26790,310,2880,2880,0,7140,0,0,204288,36020
886761,632953,Wage/Salaries,101703,32000,0,0,28180,69324,36776,39600,12000,19600,99324,101000,93446,290860,39842
227430,186552,Wage/Salaries,141192,2560,0,0,2460,21840,3000,10200,720,2000,2580,0,0,42851,5130
156300,119568,Wage/Salaries,66494,4800,3840,0,2630,18396,112,6396,720,10600,5580,0,0,39771,5066
234062,90210,Wage/Salaries,30741,6240,2445,9050,1814,19548,4950,3480,2880,0,4062,5000,0,169412,31053
72068,40498,Enterpreneurial Activities,17510,0,0,0,200,15306,2710,2160,480,0,1932,200,0,38385,6246
225050,104998,Wage/Salaries,47771,4800,1928,2850,860,18870,231,12480,1920,1300,8538,3450,0,137336,23169
434075,153549,Wage/Salaries,60615,3480,216,2080,1700,22164,870,40416,4320,0,15888,1800,0,329306,61614
651526,284008,Other sources of Income,72521,24600,362,1664,1800,44940,3771,75000,11400,24140,19110,4700,0,415657,71155
783780,435513,Wage/Salaries,145329,45072,1120,5319,8430,74160,2133,45900,32880,14200,53970,7000,0,429628,70973
455145,286517,Other sources of Income,87953,15857,280,0,5430,111468,753,15960,4440,23166,19410,1800,0,204309,31204
442550,340727,Wage/Salaries,130891,16170,1775,1115,3335,63900,7761,83640,4440,4850,19350,3500,0,120868,15908
870607,635152,Wage/Salaries,112033,10050,964,0,5080,70410,28490,40200,8400,2200,58560,5000,293765,287629,39989
3389330,1448726,Enterpreneurial Activities,185208,53450,0,0,11900,168630,556300,201600,39000,153720,78918,0,0,1992107,319326
1117777,475134,Wage/Salaries,159542,43890,2560,5180,11350,82860,6680,50820,20994,2700,82158,6400,0,756792,134646
283990,224513,Other sources of Income,92802,24600,2100,0,4805,35562,436,2898,3240,24550,32520,1000,0,73282,9575
322950,151677,Other sources of Income,51557,500,1099,2715,3930,47298,9550,24840,2400,0,6288,1500,0,219906,40276
1026687,456911,Wage/Salaries,189601,31480,21952,0,38890,46920,6550,27600,26388,0,56730,10800,0,614986,101044
225125,155507,Wage/Salaries,51991,34960,0,0,3450,21780,3300,32400,2400,0,5226,0,0,69956,9180
742650,257386,Wage/Salaries,111600,15200,0,3360,2000,56892,2130,25440,13800,6560,16404,4000,0,489614,81527
1770010,479039,Wage/Salaries,110811,40550,0,0,4580,156240,3590,87000,47040,0,25428,3800,0,1400204,259428
1831900,535067,Wage/Salaries,107737,22950,0,0,15590,143820,10140,72000,26280,46500,70050,20000,0,1585182,320639
287020,239664,Other sources of Income,100370,20400,0,0,1330,78528,5540,9720,10080,1760,9936,2000,0,57028,7028
831290,460750,Wage/Salaries,169102,53270,1190,0,10010,62970,29930,24840,21120,28600,44718,15000,0,428772,67996
882548,602494,Wage/Salaries,194490,95050,0,0,11450,77970,23200,66840,43200,37900,50394,2000,0,360044,53956
58208,56117,Wage/Salaries,34021,4250,2236,0,1030,11778,60,1140,696,0,906,0,0,2228,232
348358,212403,Wage/Salaries,98925,8800,936,170,2550,50022,0,16536,4776,1470,28218,0,0,170971,27207
109206,96121,Wage/Salaries,44330,5826,0,975,60,38940,588,360,672,440,3930,0,0,13864,1572
117804,111456,Wage/Salaries,54111,9175,600,240,4729,12480,75,4800,1500,0,3846,3300,16600,6743,715
133607,121152,Enterpreneurial Activities,54066,12880,364,0,2480,24234,3128,2082,2382,12000,7536,0,0,14826,1673
125625,117059,Wage/Salaries,76300,10210,0,3855,2435,9360,45,5322,552,3460,5520,0,0,10800,1192
178900,139331,Enterpreneurial Activities,86862,5225,0,1810,2620,20280,954,1620,3300,533,4032,5000,7095,40047,4912
401078,350649,Wage/Salaries,151687,27370,0,0,10590,67284,7260,26286,9096,0,34476,16600,0,59811,7013
270628,245164,Wage/Salaries,119386,18115,0,3327,6275,32880,14350,15870,2700,185,10056,17340,4680,30067,3392
293670,171716,Other sources of Income,91632,5340,0,0,4810,30714,1940,17154,4974,2260,10392,2500,0,126842,18374
847608,545112,Wage/Salaries,131029,26835,1380,8820,24920,111318,23110,18294,4878,12100,82350,100078,0,392014,61472
285283,213497,Other sources of Income,145067,14320,0,905,3055,18240,2631,5892,7044,2205,10938,3200,0,92934,13010
674897,395127,Wage/Salaries,130091,10100,0,0,31080,66480,46326,8652,22500,0,32718,16000,31180,308703,46314
330929,329234,Other sources of Income,123328,42112,0,2715,17385,48168,34654,18336,2112,2750,33474,4200,0,2115,213
308331,189447,Wage/Salaries,76403,30312,0,0,14620,25350,15840,11004,7578,0,8340,0,0,140891,21533
191879,170373,Other sources of Income,52539,8980,0,0,8585,14922,52621,7224,1092,15570,8490,350,0,26586,3097
1068922,662251,Wage/Salaries,158528,72150,0,0,84713,96450,27200,32760,28800,75700,74100,11850,0,432671,61833
1354814,826602,Enterpreneurial Activities,290143,64832,0,0,73664,149688,71059,39414,29370,19100,83832,5500,0,606034,91194
482370,338874,Wage/Salaries,129366,14630,115,7540,17640,61050,31351,15216,3750,4670,33546,20000,0,169157,23748
86459,77996,Other sources of Income,42974,4695,0,1736,512,16530,3244,3474,42,2075,2364,350,0,9280,1036
122181,120865,Wage/Salaries,68624,3325,0,543,2840,21960,8800,7380,2082,1025,3786,500,0,1629,165
342497,320600,Wage/Salaries,142584,5020,9360,2328,2830,47454,13065,8436,6690,9745,11478,21110,40500,25969,2825
191168,189995,Enterpreneurial Activities,76729,7084,2210,0,7505,19302,27550,4068,3312,24965,11730,5540,0,1515,153
101609,79659,Other sources of Income,35553,5514,120,1810,1525,28752,217,2190,678,984,2016,300,0,26272,3418
360914,299538,Wage/Salaries,79839,4761,472,0,24408,36642,5444,11034,12438,89830,31470,3200,0,63640,7526
138733,120679,Wage/Salaries,64924,2600,0,0,2872,27726,1414,8202,2370,745,9726,100,0,20869,2443
395865,345910,Other sources of Income,124986,20850,0,0,14450,80652,3978,29970,12600,20000,26424,12000,0,54785,6304
100070,80822,Enterpreneurial Activities,29166,330,0,0,1160,29994,306,1722,570,0,1656,1000,14918,21668,2688
165784,163823,Wage/Salaries,98770,6020,0,362,3880,24906,630,7098,2754,300,10668,1000,7435,2464,251
143860,117165,Wage/Salaries,45952,300,0,0,960,28560,1875,4824,816,0,26478,5450,1950,34049,4385
129740,118200,Other sources of Income,71813,2240,0,0,2275,30396,270,1200,912,440,5154,3500,0,12490,1378
417230,147790,Other sources of Income,69318,10100,0,0,8610,32436,400,9960,1824,1400,11742,2000,0,294576,52030
286228,245256,Wage/Salaries,99225,4000,5570,6350,5770,38040,0,14700,1200,1855,8826,4500,55220,46351,5473
66673,62120,Other sources of Income,30318,0,936,7240,80,16254,0,1038,180,0,1374,0,4700,4887,527
219200,179773,Wage/Salaries,98083,16240,0,6335,1600,27570,0,9378,3126,5785,10656,1000,0,42025,5058
245206,168504,Other sources of Income,54229,21520,0,724,1658,54816,500,6852,1152,17899,8454,700,0,80467,10811
109102,83277,Wage/Salaries,53391,600,666,240,1500,20340,780,1080,630,0,4050,0,0,28106,3593
